report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1989,FL01306,"Miami, FL",381206,14093,132,285,6387,7289,12,3696.95,34.63,74.76,1675.47,1912.09
1989,WIMPD00,"Milwaukee, WI",600898,4270,112,461,1282,2415,12,710.6,18.64,76.72,213.35,401.9
1989,MN02711,"Minneapolis, MN",348384,5367,46,462,2335,2524,12,1540.54,13.2,132.61,670.24,724.49
1989,MD01604,"Montgomery County, MD",705979,1896,21,194,846,835,12,268.56,2.97,27.48,119.83,118.28
1989,TN01901,"Nashville, TN",501398,5230,69,478,3075,1608,12,1043.08,13.76,95.33,613.29,320.7
1989,NY02900,"Nassau County, NY",1046197,1827,26,52,787,962,12,174.63,2.49,4.97,75.22,91.95
1989,LANPD00,"New Orleans, LA",528589,10203,251,388,4115,5449,12,1930.23,47.48,73.4,778.49,1030.86
1989,NY03030,"New York City, NY",7369454,169487,1905,3254,70951,93377,12,2299.86,25.85,44.16,962.77,1267.08
1989,NJNPD00,"Newark, NJ",313839,10340,107,376,4547,5310,12,3294.68,34.09,119.81,1448.83,1691.95
1989,CA00109,"Oakland, CA",366305,5555,129,442,1760,3224,12,1516.5,35.22,120.66,480.47,880.14
1989,OK05506,"Oklahoma City, OK",431982,4307,61,352,2277,1617,12,997.03,14.12,81.48,527.11,374.32
1989,NB02802,"Omaha, NE",355110,2751,23,188,1901,639,12,774.69,6.48,52.94,535.33,179.94
1989,FL04804,"Orlando, FL",160197,3343,19,176,1959,1189,12,2086.81,11.86,109.86,1222.87,742.21
1989,PAPEP00,"Philadelphia, PA",1652188,18054,475,784,6562,10233,12,1092.73,28.75,47.45,397.17,619.36
1989,AZ00723,"Phoenix, AZ",941948,8481,126,399,5341,2615,12,900.37,13.38,42.36,567.02,277.62
1989,PAPPD00,"Pittsburgh, PA",376412,4579,31,219,1858,2471,12,1216.49,8.24,58.18,493.61,656.46
1989,OR02602,"Portland, OR",425788,8052,38,415,4932,2667,12,1891.08,8.92,97.47,1158.32,626.37
1989,MD01721,"Prince George's County, MD",608611,6550,118,262,3029,3141,12,1076.22,19.39,43.05,497.69,516.09
1989,NC09201,"Raleigh, NC",189132,1248,15,102,751,380,12,659.86,7.93,53.93,397.08,200.92
1989,CA03404,"Sacramento, CA",347172,3658,44,187,1773,1654,12,1053.66,12.67,53.86,510.7,476.42
1989,UT01803,"Salt Lake City, UT",154304,1197,18,136,559,484,12,775.74,11.67,88.14,362.27,313.67
1989,TXSPD00,"San Antonio, TX",949691,5253,168,477,1898,2710,12,553.13,17.69,50.23,199.85,285.36
1989,CA03711,"San Diego, CA",1098639,10124,121,410,6008,3585,12,921.5,11.01,37.32,546.86,326.31
1989,CA03801,"San Francisco, CA",750964,10064,73,380,4606,5005,12,1340.14,9.72,50.6,613.34,666.48
1989,CA04313,"San Jose, CA",757964,4535,38,399,3103,995,12,598.31,5.01,52.64,409.39,131.27
1989,WASPD00,"Seattle, WA",514398,6878,38,478,3914,2448,12,1337.1,7.39,92.92,760.89,475.9
1989,MOSPD00,"St. Louis, MO",405066,12644,158,330,7936,4220,12,3121.47,39.01,81.47,1959.19,1041.81
1989,NY05101,"Suffolk County, NY",1194717,2844,29,127,1402,1286,12,238.05,2.43,10.63,117.35,107.64
1989,FL02902,"Tampa, FL",289463,7910,57,175,4541,3137,12,2732.65,19.69,60.46,1568.77,1083.73
1989,AZ01003,"Tucson, AZ",393319,3187,40,235,2226,686,10,810.28,10.17,59.75,565.95,174.41
1989,OK07205,"Tulsa, OK",366297,4350,32,307,2595,1416,12,1187.56,8.74,83.81,708.44,386.57
1989,VA12800,"Virginia Beach, VA",370316,762,17,133,294,318,12,205.77,4.59,35.92,79.39,85.87
1989,DCMPD00,"Washington, DC",604000,12936,434,186,5775,6541,12,2141.72,71.85,30.79,956.13,1082.95
1989,KS08703,"Wichita, KS",297391,2302,29,265,1038,970,12,774.07,9.75,89.11,349.04,326.17
1989,,United States,,1646037,21500,,,,,666.9,8.7,,,
1990,NM00101,"Albuquerque, NM",384736,5121,34,222,3835,1030,12,1331.04,8.84,57.7,996.79,267.72
1990,TX22001,"Arlington, TX",261721,1876,8,139,1143,586,12,716.79,3.06,53.11,436.72,223.9
1990,GAAPD00,"Atlanta, GA",394017,16097,231,695,9062,6109,12,4085.36,58.63,176.39,2299.9,1550.44
1990,CO00101,"Aurora, CO",222103,3191,8,170,2616,397,12,1436.72,3.6,76.54,1177.83,178.75
1990,TX22701,"Austin, TX",465622,3326,46,280,1539,1461,12,714.31,9.88,60.13,330.53,313.77
1990,MD00301,"Baltimore County, MD",692134,6957,34,257,4959,1707,12,1005.15,4.91,37.13,716.48,246.63
1990,MDBPD00,"Baltimore, MD",736014,17942,305,687,7473,9477,12,2437.73,41.44,93.34,1015.33,1287.61
1990,MA01301,"Boston, MA",574283,13664,143,539,6960,6022,12,2379.31,24.9,93.86,1211.95,1048.61
1990,NY01401,"Buffalo, NY",328123,5275,37,355,2711,2172,12,1607.63,11.28,108.19,826.21,661.95
1990,NC06001,"Charlotte, NC",395934,9119,93,384,5434,3208,12,2303.16,23.49,96.99,1372.45,810.24
1990,ILCPD00,"Chicago, IL",2783726,82728,851,3607,41114,37156,12,2971.84,30.57,129.57,1476.94,1334.76
1990,OHCIP00,"Cincinnati, OH",364040,4476,49,388,2426,1613,12,1229.54,13.46,106.58,666.41,443.08
1990,OHCLP00,"Cleveland, OH",505616,9190,168,846,3259,4917,12,1817.58,33.23,167.32,644.56,972.48
1990,OHCOP00,"Columbus, OH",632910,7022,89,647,2745,3541,12,1109.48,14.06,102.23,433.71,559.48
1990,TXDPD00,"Dallas, TX",1006877,24550,447,1344,12194,10565,12,2438.23,44.39,133.48,1211.07,1049.28
1990,CODPD00,"Denver, CO",467610,4205,67,375,2451,1312,12,899.25,14.33,80.2,524.15,280.58
1990,MI82349,"Detroit, MI",1027974,27747,582,1657,12498,13010,12,2699.19,56.62,161.19,1215.79,1265.6
1990,TX07102,"El Paso, TX",515342,5111,34,256,3440,1381,12,991.77,6.6,49.68,667.52,267.98
1990,VA02901,"Fairfax County, VA",787593,1013,27,105,391,490,12,128.62,3.43,13.33,49.64,62.21
1990,TX22012,"Fort Worth, TX",447619,7826,130,432,4463,2801,12,1748.36,29.04,96.51,997.05,625.76
1990,CA01005,"Fresno, CA",354202,4399,66,258,2483,1592,12,1241.95,18.63,72.84,701.01,449.46
1990,HI00200,"Honolulu, HI",836231,2412,34,278,1211,889,12,288.44,4.07,33.24,144.82,106.31
1990,TXHPD00,"Houston, TX",1630553,22637,568,1335,7813,12921,12,1388.3,34.83,81.87,479.16,792.43
1990,INIPD00,"Indianapolis, IN",483549,6224,58,541,3983,1642,12,1287.15,11.99,111.88,823.7,339.57
1990,FL01602,"Jacksonville, FL",636680,11654,176,704,6811,3963,12,1830.43,27.64,110.57,1069.77,622.45
1990,MOKPD00,"Kansas City, MO",434711,11087,121,517,5957,4492,12,2550.43,27.83,118.93,1370.34,1033.33
1990,NV00201,"Las Vegas, NV",616243,4510,79,371,1831,2229,12,731.85,12.82,60.2,297.12,361.71
1990,CA01941,"Long Beach, CA",429433,8403,106,298,3806,4193,12,1956.77,24.68,69.39,886.28,976.4
1990,CA01900,"Los Angeles County, CA",970620,17404,215,400,12125,4664,12,1793.08,22.15,41.21,1249.2,480.52
1990,CA01942,"Los Angeles, CA",3485398,83809,983,2014,44714,36098,12,2404.57,28.2,57.78,1282.9,1035.69
1990,KY05680,"Louisville, KY",,,,,,,,,,,,
1990,TNMPD00,"Memphis, TN",610337,9082,195,831,3904,4152,12,1488.03,31.95,136.15,639.65,680.28
1990,AZ00717,"Mesa, AZ",288091,1724,9,95,1345,275,12,598.42,3.12,32.98,466.87,95.46
1990,FL01300,"Miami-Dade County, FL",1036888,20130,213,802,10747,8368,12,1941.39,20.54,77.35,1036.47,807.03
1990,FL01306,"Miami, FL",358548,15607,129,299,7007,8172,12,4352.83,35.98,83.39,1954.27,2279.19
1990,WIMPD00,"Milwaukee, WI",628100,6282,155,495,1486,4146,12,1000.16,24.68,78.81,236.59,660.09
1990,MN02711,"Minneapolis, MN",368383,4695,55,615,1467,2558,1,1274.49,14.93,166.95,398.23,694.39
1990,MD01604,"Montgomery County, MD",744830,2089,23,195,1064,807,12,280.47,3.09,26.18,142.85,108.35
1990,TN01901,"Nashville, TN",499565,6886,67,553,4102,2164,12,1378.4,13.41,110.7,821.11,433.18
1990,NY02900,"Nassau County, NY",1009921,1957,21,63,859,1014,12,193.78,2.08,6.24,85.06,100.4
1990,LANPD00,"New Orleans, LA",496938,11227,304,361,4514,6048,12,2259.24,61.17,72.64,908.36,1217.05
1990,NY03030,"New York City, NY",7322564,174542,2245,3126,68891,100280,12,2383.62,30.66,42.69,940.8,1369.47
1990,NJNPD00,"Newark, NJ",275221,10684,112,326,4225,6021,12,3881.97,40.69,118.45,1535.13,2187.7
1990,CA00109,"Oakland, CA",372242,5845,146,517,1952,3230,12,1570.22,39.22,138.89,524.39,867.72
1990,OK05506,"Oklahoma City, OK",444719,4813,68,422,2925,1398,12,1082.26,15.29,94.89,657.72,314.36
1990,NB02802,"Omaha, NE",335795,3140,12,217,2307,604,12,935.09,3.57,64.62,687.03,179.87
1990,FL04804,"Orlando, FL",164693,4109,30,181,2449,1449,12,2494.95,18.22,109.9,1487.01,879.82
1990,PAPEP00,"Philadelphia, PA",1585577,21387,503,734,7344,12806,12,1348.85,31.72,46.29,463.18,807.66
1990,AZ00723,"Phoenix, AZ",983403,10665,128,512,6642,3383,12,1084.5,13.02,52.06,675.41,344.01
1990,PAPPD00,"Pittsburgh, PA",369879,5017,35,302,2361,2319,12,1356.39,9.46,81.65,638.32,626.96
1990,OR02602,"Portland, OR",437319,7836,33,424,4838,2541,12,1791.83,7.55,96.95,1106.29,581.04
1990,MD01721,"Prince George's County, MD",613616,7526,106,441,3373,3606,12,1226.5,17.27,71.87,549.69,587.66
1990,NC09201,"Raleigh, NC",207951,1179,24,96,671,388,12,566.96,11.54,46.16,322.67,186.58
1990,CA03404,"Sacramento, CA",369365,3978,43,211,1934,1790,12,1076.98,11.64,57.13,523.6,484.62
1990,UT01803,"Salt Lake City, UT",159936,1355,25,167,624,539,12,847.21,15.63,104.42,390.16,337.01
1990,TXSPD00,"San Antonio, TX",935933,5730,208,430,2228,2864,12,612.22,22.22,45.94,238.05,306
1990,CA03711,"San Diego, CA",1110549,12047,135,439,7142,4331,12,1084.78,12.16,39.53,643.11,389.99
1990,CA03801,"San Francisco, CA",723959,12388,101,419,4815,7053,12,1711.15,13.95,57.88,665.09,974.23
1990,CA04313,"San Jose, CA",782248,4698,35,416,3213,1034,12,600.58,4.47,53.18,410.74,132.18
1990,WASPD00,"Seattle, WA",516259,7780,53,481,4551,2695,12,1507,10.27,93.17,881.53,522.02
1990,MOSPD00,"St. Louis, MO",396685,13682,177,331,8466,4708,12,3449.08,44.62,83.44,2134.19,1186.84
1990,NY05101,"Suffolk County, NY",1189974,3012,32,128,1433,1419,12,253.11,2.69,10.76,120.42,119.25
1990,FL02902,"Tampa, FL",280015,9314,62,366,5723,3163,12,3326.25,22.14,130.71,2043.82,1129.58
1990,AZ01003,"Tucson, AZ",405390,3680,30,290,2458,902,12,907.77,7.4,71.54,606.33,222.5
1990,OK07205,"Tulsa, OK",367302,4898,57,382,2920,1539,12,1333.51,15.52,104,794.99,419
1990,VA12800,"Virginia Beach, VA",393069,902,16,149,313,424,12,229.48,4.07,37.91,79.63,107.87
1990,DCMPD00,"Washington, DC",606900,14919,472,303,6779,7365,12,2458.23,77.77,49.93,1116.99,1213.54
1990,KS08703,"Wichita, KS",304011,2189,18,321,771,1079,12,720.04,5.92,105.59,253.61,354.92
1990,,United States,,1820127,23438,,,,,729.6,9.4,,,
1991,NM00101,"Albuquerque, NM",393148,5591,51,261,3972,1307,12,1422.11,12.97,66.39,1010.31,332.44
1991,TX22001,"Arlington, TX",267306,2108,26,166,1216,700,12,788.61,9.73,62.1,454.91,261.87
1991,GAAPD00,"Atlanta, GA",403085,16327,205,676,8967,6479,12,4050.51,50.86,167.71,2224.59,1607.35
1991,CO00101,"Aurora, CO",227670,3746,11,184,2987,564,12,1645.36,4.83,80.82,1311.99,247.73
1991,TX22701,"Austin, TX",475558,2968,49,276,1088,1555,12,624.11,10.3,58.04,228.78,326.98
1991,MD00301,"Baltimore County, MD",703563,7618,25,271,5183,2139,12,1082.77,3.55,38.52,736.68,304.02
1991,MDBPD00,"Baltimore, MD",748099,19032,304,701,7257,10770,12,2544.05,40.64,93.7,970.06,1439.65
1991,MA01301,"Boston, MA",572454,11829,113,486,6446,4784,12,2066.37,19.74,84.9,1126.03,835.7
1991,NY01401,"Buffalo, NY",329353,6042,50,319,2968,2705,12,1834.51,15.18,96.86,901.16,821.31
1991,NC06001,"Charlotte, NC",402618,8760,114,407,5340,2899,12,2175.76,28.31,101.09,1326.32,720.04
1991,ILCPD00,"Chicago, IL",2811478,90520,925,3575,42237,43783,12,3219.66,32.9,127.16,1502.31,1557.29
1991,OHCIP00,"Cincinnati, OH",367123,5794,54,478,2947,2315,12,1578.22,14.71,130.2,802.73,630.58
1991,OHCLP00,"Cleveland, OH",509898,9341,175,913,3121,5132,12,1831.94,34.32,179.06,612.08,1006.48
1991,OHCOP00,"Columbus, OH",638533,7221,138,650,2686,3747,12,1130.87,21.61,101.8,420.65,586.81
1991,TXDPD00,"Dallas, TX",1028362,26411,500,1208,13449,11254,12,2568.26,48.62,117.47,1307.81,1094.36
1991,CODPD00,"Denver, CO",479468,5034,88,427,2884,1635,12,1049.91,18.35,89.06,601.5,341
1991,MI82349,"Detroit, MI",1036246,28262,615,1427,12651,13569,12,2727.34,59.35,137.71,1220.85,1309.44
1991,TX07102,"El Paso, TX",526339,5616,49,265,3818,1484,12,1066.99,9.31,50.35,725.39,281.95
1991,VA02901,"Fairfax County, VA",800147,954,20,100,357,477,12,119.23,2.5,12.5,44.62,59.61
1991,TX22012,"Fort Worth, TX",457171,8914,195,442,4851,3426,12,1949.82,42.65,96.68,1061.09,749.39
1991,CA01005,"Fresno, CA",361580,4608,52,282,2092,2182,12,1274.41,14.38,77.99,578.57,603.46
1991,HI00200,"Honolulu, HI",856432,2058,29,275,894,860,12,240.3,3.39,32.11,104.39,100.42
1991,TXHPD00,"Houston, TX",1665756,26651,608,1213,10947,13883,12,1599.93,36.5,72.82,657.18,833.44
1991,INIPD00,"Indianapolis, IN",489392,7072,95,561,4415,2001,12,1445.06,19.41,114.63,902.14,408.87
1991,FL01602,"Jacksonville, FL",653515,10645,119,716,5964,3846,12,1628.88,18.21,109.56,912.6,588.51
1991,MOKPD00,"Kansas City, MO",438188,12413,135,477,6846,4955,12,2832.8,30.81,108.86,1562.34,1130.79
1991,NV00201,"Las Vegas, NV",656391,5661,103,433,1932,3193,12,862.44,15.69,65.97,294.34,486.45
1991,CA01941,"Long Beach, CA",438378,9209,94,284,4760,4071,12,2100.7,21.44,64.78,1085.82,928.65
1991,CA01900,"Los Angeles County, CA",990838,17018,226,418,11847,4527,12,1717.54,22.81,42.19,1195.65,456.89
1991,CA01942,"Los Angeles, CA",3558316,89875,1027,1966,47104,39778,12,2525.77,28.86,55.25,1323.77,1117.89
1991,KY05680,"Louisville, KY",,,,,,,,,,,,
1991,TNMPD00,"Memphis, TN",619981,8818,169,653,3492,4504,12,1422.3,27.26,105.33,563.24,726.47
1991,AZ00717,"Mesa, AZ",294754,2058,15,156,1498,389,12,698.21,5.09,52.93,508.22,131.97
1991,FL01300,"Miami-Dade County, FL",1064064,19139,159,747,9598,8635,12,1798.67,14.94,70.2,902.01,811.51
1991,FL01306,"Miami, FL",367945,15420,125,236,6582,8477,12,4190.84,33.97,64.14,1788.85,2303.88
1991,WIMPD00,"Milwaukee, WI",636342,6228,163,502,1311,4252,12,978.72,25.62,78.89,206.02,668.19
1991,MN02711,"Minneapolis, MN",373303,5889,64,744,2471,2610,12,1577.54,17.14,199.3,661.93,699.16
1991,MD01604,"Montgomery County, MD",757060,2445,22,210,1234,979,12,322.96,2.91,27.74,163,129.32
1991,TN01901,"Nashville, TN",507328,7989,88,514,4739,2648,12,1574.72,17.35,101.32,934.11,521.95
1991,NY02900,"Nassau County, NY",1013708,2287,27,85,994,1181,12,225.61,2.66,8.39,98.06,116.5
1991,LANPD00,"New Orleans, LA",500791,10969,345,302,4353,5969,12,2190.33,68.89,60.3,869.22,1191.91
1991,NY03030,"New York City, NY",7350023,170390,2154,2892,66832,98512,12,2318.22,29.31,39.35,909.28,1340.3
1991,NJNPD00,"Newark, NJ",276510,9402,88,244,3869,5201,12,3400.24,31.83,88.24,1399.23,1880.94
1991,CA00109,"Oakland, CA",379995,9484,149,460,4942,3933,12,2495.82,39.21,121.05,1300.54,1035.01
1991,OK05506,"Oklahoma City, OK",449025,5066,56,473,3038,1499,12,1128.22,12.47,105.34,676.58,333.83
1991,NB02802,"Omaha, NE",338987,3242,35,207,2366,634,12,956.38,10.32,61.06,697.96,187.03
1991,FL04804,"Orlando, FL",169009,2011,10,81,1161,759,6,1189.88,5.92,47.93,686.95,449.09
1991,PAPEP00,"Philadelphia, PA",1596699,22451,440,904,7186,13921,12,1406.09,27.56,56.62,450.05,871.86
1991,AZ00723,"Phoenix, AZ",995895,11010,128,480,6954,3448,12,1105.54,12.85,48.2,698.27,346.22
1991,PAPPD00,"Pittsburgh, PA",372349,4294,36,300,1254,2704,12,1153.22,9.67,80.57,336.78,726.2
1991,OR02602,"Portland, OR",449671,8121,53,464,4881,2723,12,1805.99,11.79,103.19,1085.46,605.55
1991,MD01721,"Prince George's County, MD",622433,7702,140,453,3313,3796,12,1237.4,22.49,72.78,532.27,609.86
1991,NC09201,"Raleigh, NC",211350,1761,25,120,964,652,12,833.22,11.83,56.78,456.12,308.49
1991,CA03404,"Sacramento, CA",377058,4896,66,221,2329,2280,12,1298.47,17.5,58.61,617.68,604.68
1991,UT01803,"Salt Lake City, UT",164313,1319,14,182,649,474,12,802.74,8.52,110.76,394.98,288.47
1991,TXSPD00,"San Antonio, TX",955905,7573,208,698,2889,3778,12,792.23,21.76,73.02,302.23,395.23
1991,CA03711,"San Diego, CA",1133681,13830,167,472,7860,5331,12,1219.92,14.73,41.63,693.32,470.24
1991,CA03801,"San Francisco, CA",739039,12160,95,400,4645,7020,12,1645.38,12.85,54.12,628.52,949.88
1991,CA04313,"San Jose, CA",798542,5258,53,445,3432,1328,12,658.45,6.64,55.73,429.78,166.3
1991,WASPD00,"Seattle, WA",532418,7221,43,398,4019,2761,12,1356.27,8.08,74.75,754.86,518.58
1991,MOSPD00,"St. Louis, MO",399858,14076,260,342,8180,5294,12,3520.25,65.02,85.53,2045.73,1323.97
1991,NY05101,"Suffolk County, NY",1194436,3236,41,110,1402,1683,11,270.92,3.43,9.21,117.38,140.9
1991,FL02902,"Tampa, FL",287354,10030,56,335,6629,3010,12,3490.47,19.49,116.58,2306.91,1047.49
1991,AZ01003,"Tucson, AZ",414766,3896,24,332,2651,889,12,939.32,5.79,80.05,639.16,214.34
1991,OK07205,"Tulsa, OK",370735,4923,42,414,2998,1469,12,1327.9,11.33,111.67,808.66,396.24
1991,VA12800,"Virginia Beach, VA",399334,1087,27,127,421,512,12,272.2,6.76,31.8,105.43,128.21
1991,DCMPD00,"Washington, DC",598000,14665,482,214,6704,7265,12,2452.34,80.6,35.79,1121.07,1214.88
1991,KS08703,"Wichita, KS",306339,2672,24,284,960,1404,12,872.24,7.83,92.71,313.38,458.32
1991,,United States,,1911767,24703,,,,,758.2,9.8,,,
1992,NM00101,"Albuquerque, NM",401529,6168,42,294,4372,1460,12,1536.13,10.46,73.22,1088.84,363.61
1992,TX22001,"Arlington, TX",272037,2056,16,146,1169,725,12,755.78,5.88,53.67,429.72,266.51
1992,GAAPD00,"Atlanta, GA",410876,15856,198,627,9207,5824,12,3859.07,48.19,152.6,2240.82,1417.46
1992,CO00101,"Aurora, CO",233939,4064,16,182,3194,672,12,1737.2,6.84,77.8,1365.31,287.25
1992,TX22701,"Austin, TX",483975,2850,37,294,1069,1450,12,588.87,7.65,60.75,220.88,299.6
1992,MD00301,"Baltimore County, MD",710514,7660,43,295,5029,2293,12,1078.09,6.05,41.52,707.8,322.72
1992,MDBPD00,"Baltimore, MD",755517,21799,335,749,8452,12263,12,2885.31,44.34,99.14,1118.7,1623.13
1992,MA01301,"Boston, MA",572822,11672,73,537,6297,4765,12,2037.63,12.74,93.75,1099.29,831.85
1992,NY01401,"Buffalo, NY",330466,6367,76,346,2947,2998,12,1926.67,23,104.7,891.77,907.2
1992,NC06001,"Charlotte, NC",408951,9456,99,361,5938,3058,12,2312.26,24.21,88.27,1452.01,747.77
1992,ILCPD00,"Chicago, IL",2832901,84242,960,3754,41080,38448,12,2973.7,33.89,132.51,1450.1,1357.2
1992,OHCIP00,"Cincinnati, OH",369707,5793,49,486,2964,2294,12,1566.92,13.25,131.46,801.72,620.49
1992,OHCLP00,"Cleveland, OH",513487,8532,157,854,3098,4423,12,1661.58,30.58,166.31,603.33,861.37
1992,OHCOP00,"Columbus, OH",643028,7029,113,684,2647,3585,12,1093.11,17.57,106.37,411.65,557.52
1992,TXDPD00,"Dallas, TX",1046562,21682,387,1096,10667,9532,12,2071.74,36.98,104.72,1019.24,910.79
1992,CODPD00,"Denver, CO",492672,5303,95,437,2967,1804,12,1076.38,19.28,88.7,602.23,366.17
1992,MI82349,"Detroit, MI",1044128,26447,595,1225,12433,12194,12,2532.93,56.99,117.32,1190.75,1167.86
1992,TX07102,"El Paso, TX",535655,5826,44,272,3900,1610,12,1087.64,8.21,50.78,728.08,300.57
1992,VA02901,"Fairfax County, VA",811733,1060,18,152,417,473,12,130.58,2.22,18.73,51.37,58.27
1992,TX22012,"Fort Worth, TX",465262,9392,153,525,5226,3488,12,2018.65,32.88,112.84,1123.24,749.69
1992,CA01005,"Fresno, CA",367376,5363,81,203,1985,3094,12,1459.81,22.05,55.26,540.32,842.19
1992,HI00200,"Honolulu, HI",875297,2382,31,326,1012,1013,12,272.14,3.54,37.24,115.62,115.73
1992,TXHPD00,"Houston, TX",1695239,24837,465,1169,12073,11130,12,1465.1,27.43,68.96,712.17,656.54
1992,INIPD00,"Indianapolis, IN",493928,6814,88,541,4028,2157,12,1379.55,17.82,109.53,815.5,436.7
1992,FL01602,"Jacksonville, FL",663899,11548,123,713,7098,3614,12,1739.42,18.53,107.4,1069.14,544.36
1992,MOKPD00,"Kansas City, MO",441162,12594,150,564,7386,4494,12,2854.73,34,127.84,1674.21,1018.67
1992,NV00201,"Las Vegas, NV",678385,6027,99,393,1926,3609,12,888.43,14.59,57.93,283.91,532
1992,CA01941,"Long Beach, CA",445405,6925,104,218,3020,3583,12,1554.76,23.35,48.94,678.03,804.44
1992,CA01900,"Los Angeles County, CA",922758,18730,228,359,12672,5471,12,2029.78,24.71,38.91,1373.27,592.9
1992,CA01942,"Los Angeles, CA",3615355,88919,1094,1872,46445,39508,12,2459.48,30.26,51.78,1284.66,1092.78
1992,KY05680,"Louisville, KY",,,,,,,,,,,,
1992,TNMPD00,"Memphis, TN",628865,9764,176,688,3559,5341,12,1552.64,27.99,109.4,565.94,849.31
1992,AZ00717,"Mesa, AZ",301200,2054,9,119,1631,295,12,681.94,2.99,39.51,541.5,97.94
1992,FL01300,"Miami-Dade County, FL",1080971,18949,162,649,10650,7488,12,1752.96,14.99,60.04,985.23,692.71
1992,FL01306,"Miami, FL",373791,13945,128,272,6480,7065,12,3730.69,34.24,72.77,1733.59,1890.09
1992,WIMPD00,"Milwaukee, WI",643017,6332,146,523,1329,4334,12,984.73,22.71,81.34,206.68,674.01
1992,MN02711,"Minneapolis, MN",377345,6199,60,600,2464,3075,12,1642.79,15.9,159.01,652.98,814.9
1992,MD01604,"Montgomery County, MD",764539,2328,21,184,1193,930,12,304.5,2.75,24.07,156.04,121.64
1992,TN01901,"Nashville, TN",514771,8382,90,498,5126,2668,12,1628.3,17.48,96.74,995.78,518.29
1992,NY02900,"Nassau County, NY",1017134,2360,18,73,888,1381,12,232.02,1.77,7.18,87.3,135.77
1992,LANPD00,"New Orleans, LA",505008,10007,279,287,4100,5341,12,1981.55,55.25,56.83,811.87,1057.61
1992,NY03030,"New York City, NY",7375097,159578,1995,2815,63529,91239,12,2163.74,27.05,38.17,861.4,1237.12
1992,NJNPD00,"Newark, NJ",277544,9715,87,313,3926,5389,12,3500.35,31.35,112.77,1414.55,1941.67
1992,CA00109,"Oakland, CA",386086,10140,165,418,4947,4610,12,2626.36,42.74,108.27,1281.32,1194.03
1992,OK05506,"Oklahoma City, OK",454255,6358,61,472,3989,1836,12,1399.65,13.43,103.91,878.14,404.18
1992,NB02802,"Omaha, NE",341753,2207,11,166,1630,400,8,645.79,3.22,48.57,476.95,117.04
1992,FL04804,"Orlando, FL",171694,3232,13,140,2271,808,12,1882.42,7.57,81.54,1322.7,470.6
1992,PAPEP00,"Philadelphia, PA",1603638,19103,425,817,6180,11681,12,1191.23,26.5,50.95,385.37,728.41
1992,AZ00723,"Phoenix, AZ",999900,10907,136,476,7155,3140,12,1090.81,13.6,47.6,715.57,314.03
1992,PAPPD00,"Pittsburgh, PA",373842,4495,44,221,1241,2989,12,1202.38,11.77,59.12,331.96,799.54
1992,OR02602,"Portland, OR",458132,8389,46,490,5167,2686,12,1831.13,10.04,106.96,1127.84,586.29
1992,MD01721,"Prince George's County, MD",629853,7265,126,409,3420,3310,12,1153.44,20,64.94,542.98,525.52
1992,NC09201,"Raleigh, NC",214674,2171,19,120,1145,887,12,1011.3,8.85,55.9,533.37,413.18
1992,CA03404,"Sacramento, CA",383102,4674,45,237,2070,2322,12,1220.04,11.75,61.86,540.33,606.1
1992,UT01803,"Salt Lake City, UT",168304,1317,14,187,646,470,12,782.51,8.32,111.11,383.83,279.26
1992,TXSPD00,"San Antonio, TX",972824,7131,219,616,2811,3485,12,733.02,22.51,63.32,288.95,358.24
1992,CA03711,"San Diego, CA",1151853,14792,146,485,8840,5321,12,1284.19,12.68,42.11,767.46,461.95
1992,CA03801,"San Francisco, CA",750885,13676,117,395,4886,8278,12,1821.32,15.58,52.6,650.7,1102.43
1992,CA04313,"San Jose, CA",811342,5427,43,448,3705,1231,12,668.89,5.3,55.22,456.65,151.72
